timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-03-20T13:24:47,codecarbon,b25d3862-2881-4eac-8c77-0d61e3ef4e78,27.149760007858276,0.0001213404072831755,4.469299443091007e-06,22.5,0.0002885497323652983,2.93812894821167,0.00016968600004911422,1.611112399999999e-08,2.073077500881728e-05,0.00019043288618193153,India,IND,,,,Windows-11-10.0.22631-SP0,3.12.2,2.3.4,8,Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz,1,1 x NVIDIA GeForce GTX 1650,,,7.835010528564453,machine,N,1.0
